BU,TransCt,Ave Mo TransCt,Earliest Date,First module,Latest Date,Last module,Month Start,Month End,Months Active,Days Active,Month Last Active,Days Last Active,ActivePastMonths,ActiveLast3Mos,ActiveLast6Mos,ActiveLast9Mos,ActiveLast12Mos,NotActive,isAM,isWeekend,Plug Ct,BrandID
S2093,1,1,30/09/2018, registration,30/09/2018, registration,9,9,1,1,10,273,0,0,0,0,0,1,1,1,0,S
S2095,1,1,30/09/2018, registration,30/09/2018, registration,9,9,1,1,10,273,0,0,0,0,0,1,1,1,0,S
S2096,1,1,30/09/2018, registration,30/09/2018, registration,9,9,1,1,10,273,0,0,0,0,0,1,1,1,0,S
S2097,4,2,30/09/2018, logout,03/10/2018, registration,9,10,2,4,9,270,0,0,0,0,0,1,0,0,0,S
S2098,3,3,30/09/2018, logout,30/09/2018, registration,9,9,1,1,10,273,0,0,0,0,0,1,0,1,0,S
S2099,2,2,30/09/2018, login,30/09/2018, registration,9,9,1,1,10,273,0,0,0,0,0,1,0,1,0,S
S2101,66,8.25,30/09/2018, add_plug,23/04/2019, set_ssid,9,4,8,206,3,68,0,0,0,0,0,1,0,1,1,S
S2102,4,0.571428571,30/09/2018, login,13/03/2019, registration,9,3,7,165,4,109,0,0,0,0,0,1,0,1,0,S
S2103,2,1,30/09/2018, login,01/10/2018, registration,9,10,2,2,9,272,0,0,0,0,0,1,1,0,0,S
S2111,72,9,01/10/2018, add_plug,06/05/2019, weekly_consumption,10,5,8,218,2,55,0,0,0,0,0,1,0,0,1,S
S2112,13,13,01/10/2018, add_plug,02/10/2018, set_ssid,10,10,1,2,9,271,0,0,0,0,0,1,0,0,0,S
S2113,1,1,01/10/2018, registration,01/10/2018, registration,10,10,1,1,9,272,0,0,0,0,0,1,1,0,0,S
S2115,5,5,01/10/2018, olark_chat,01/10/2018, registration,10,10,1,1,9,272,0,0,0,0,0,1,0,0,0,S
S2116,33,4.125,01/10/2018, add_plug,24/05/2019, set_ssid,10,5,8,236,2,37,0,0,0,0,0,1,0,0,1,S
S2117,5,5,01/10/2018, login,01/10/2018, registration,10,10,1,1,9,272,0,0,0,0,0,1,0,0,0,S
S2118,3,3,01/10/2018, logout,01/10/2018, registration,10,10,1,1,9,272,0,0,0,0,0,1,0,0,0,S
S2119,4,4,01/10/2018, forgot_password,01/10/2018, registration,10,10,1,1,9,272,0,0,0,0,0,1,0,0,0,S
S2120,49,5.444444444,01/10/2018, add_plug,25/06/2019, set_ssid,10,6,9,268,1,5,1,0,0,0,0,0,0,0,1,S
S2121,2,0.285714286,01/10/2018, own_plug,08/04/2019, registration,10,4,7,190,3,83,0,0,0,0,0,1,0,0,0,S
S2122,1,1,01/10/2018, registration,01/10/2018, registration,10,10,1,1,9,272,0,0,0,0,0,1,1,0,0,S
S2123,37,37,01/10/2018, add_plug,10/10/2018, set_ssid,10,10,1,10,9,263,0,0,0,0,0,1,0,0,1,S
S2124,6,6,01/10/2018, add_plug,01/10/2018, set_ssid,10,10,1,1,9,272,0,0,0,0,0,1,0,0,1,S
S2126,147,16.33333333,02/10/2018, add_plug,10/06/2019, weekly_consumption,10,6,9,252,1,20,3,1,0,0,0,0,1,0,1,S
S2127,23,3.285714286,02/10/2018, add_plug,10/04/2019, set_ssid,10,4,7,191,3,81,0,0,0,0,0,1,0,0,1,S
S2129,2,2,02/10/2018, login,03/10/2018, registration,10,10,1,2,9,270,0,0,0,0,0,1,1,0,0,S
S213,364,52,14/12/2018, add_plug,28/06/2019, yearly_consumption,12,6,7,197,1,2,3,1,0,0,0,0,0,0,1,S
S2130,49,6.125,02/10/2018, add_plug,24/05/2019, weekly_consumption,10,5,8,235,2,37,0,0,0,0,0,1,0,0,1,S
S2131,446,49.55555556,02/10/2018, add_plug,28/06/2019, yearly_consumption,10,6,9,270,1,2,9,1,1,1,0,0,0,0,1,S
S2132,2,2,02/10/2018, login,02/10/2018, registration,10,10,1,1,9,271,0,0,0,0,0,1,0,0,0,S
S2133,53,6.625,02/10/2018, add_plug,24/05/2019, update_profile,10,5,8,235,2,37,0,0,0,0,0,1,0,0,1,S
S2135,41,41,02/10/2018, add_plug,14/10/2018, set_ssid,10,10,1,13,9,259,0,0,0,0,0,1,0,1,1,S
S2136,1,1,02/10/2018, registration,02/10/2018, registration,10,10,1,1,9,271,0,0,0,0,0,1,0,0,0,S
S2137,2,2,02/10/2018, olark_chat,03/10/2018, registration,10,10,1,2,9,270,0,0,0,0,0,1,1,0,0,S
S2138,87,12.42857143,03/10/2018, add_plug,12/04/2019, weekly_consumption,10,4,7,192,3,79,0,0,0,0,0,1,0,0,0,S
S2139,3,3,03/10/2018, olark_chat,04/10/2018, registration,10,10,1,2,9,269,0,0,0,0,0,1,0,0,0,S
S2140,413,59,03/10/2018, add_plug,26/04/2019, weekly_consumption,10,4,7,206,3,65,0,0,0,0,0,1,0,0,1,S
S2141,10,10,03/10/2018, add_plug,08/10/2018, set_ssid,10,10,1,6,9,265,0,0,0,0,0,1,1,0,1,S
S2142,1,1,03/10/2018, registration,03/10/2018, registration,10,10,1,1,9,270,0,0,0,0,0,1,1,0,0,S
S2145,1,1,03/10/2018, registration,03/10/2018, registration,10,10,1,1,9,270,0,0,0,0,0,1,0,0,0,S
S2146,7,7,03/10/2018, login,03/10/2018, registration,10,10,1,1,9,270,0,0,0,0,0,1,0,0,0,S
S2148,8,8,04/10/2018, add_plug,04/10/2018, set_ssid,10,10,1,1,9,269,0,0,0,0,0,1,1,0,1,S
S2149,3858,428.6666667,04/10/2018, add_plug,26/06/2019, yearly_consumption,10,6,9,266,1,4,9,1,1,1,0,0,0,0,1,S
S2150,101,16.83333333,04/10/2018, add_plug,04/03/2019, set_ssid,10,3,6,152,4,118,0,0,0,0,0,1,1,0,1,S
S2152,2,2,04/10/2018, olark_chat,04/10/2018, registration,10,10,1,1,9,269,0,0,0,0,0,1,0,0,0,S
S2153,1,1,04/10/2018, registration,04/10/2018, registration,10,10,1,1,9,269,0,0,0,0,0,1,1,0,0,S
S2154,372,53.14285714,04/10/2018, add_plug,30/04/2019, weekly_consumption,10,4,7,209,3,61,0,0,0,0,0,1,0,0,1,S
S2155,11,11,04/10/2018, add_plug,04/10/2018, set_ssid,10,10,1,1,9,269,0,0,0,0,0,1,0,0,1,S
S2158,2,2,04/10/2018, olark_chat,04/10/2018, registration,10,10,1,1,9,269,0,0,0,0,0,1,0,0,0,S
S2159,1,1,04/10/2018, registration,04/10/2018, registration,10,10,1,1,9,269,0,0,0,0,0,1,0,0,0,S
S2161,2,2,04/10/2018, olark_chat,04/10/2018, registration,10,10,1,1,9,269,0,0,0,0,0,1,0,0,0,S
S2163,2,2,05/10/2018, login,05/10/2018, registration,10,10,1,1,9,268,0,0,0,0,0,1,1,0,0,S
S2165,2,2,05/10/2018, login,05/10/2018, registration,10,10,1,1,9,268,0,0,0,0,0,1,1,0,0,S
S2166,4,4,05/10/2018, olark_chat,08/10/2018, registration,10,10,1,4,9,265,0,0,0,0,0,1,1,0,0,S
S2167,299,33.22222222,05/10/2018, add_plug,27/06/2019, yearly_consumption,10,6,9,266,1,3,9,1,1,1,0,0,0,0,1,S
S2168,1,1,05/10/2018, registration,05/10/2018, registration,10,10,1,1,9,268,0,0,0,0,0,1,1,0,0,S
S2170,1,1,05/10/2018, registration,05/10/2018, registration,10,10,1,1,9,268,0,0,0,0,0,1,1,0,0,S
S2171,15,15,05/10/2018, add_plug,07/10/2018, yearly_consumption,10,10,1,3,9,266,0,0,0,0,0,1,1,1,1,S
S2172,20,5,06/10/2018, add_plug,22/01/2019, set_ssid,10,1,4,109,6,159,0,0,0,0,0,1,0,0,1,S
S2173,1,1,06/10/2018, registration,06/10/2018, registration,10,10,1,1,9,267,0,0,0,0,0,1,1,1,0,S
S2174,87,17.4,06/10/2018, add_plug,03/02/2019, weekly_consumption,10,2,5,121,5,147,0,0,0,0,0,1,0,0,1,S
S2175,2,2,06/10/2018, olark_chat,06/10/2018, registration,10,10,1,1,9,267,0,0,0,0,0,1,0,1,0,S
S2176,1,1,06/10/2018, registration,06/10/2018, registration,10,10,1,1,9,267,0,0,0,0,0,1,1,1,0,S
S2177,5,5,06/10/2018, login,06/10/2018, registration,10,10,1,1,9,267,0,0,0,0,0,1,0,1,0,S
S2178,2,2,06/10/2018, logout,06/10/2018, registration,10,10,1,1,9,267,0,0,0,0,0,1,0,1,0,S
S2183,3,3,07/10/2018, login,07/10/2018, login,10,10,1,1,9,266,0,0,0,0,0,1,1,1,0,S
S2185,492,54.66666667,07/10/2018, add_plug,19/06/2019, weekly_consumption,10,6,9,256,1,11,9,1,1,1,0,0,0,0,1,S
S2186,342,48.85714286,07/10/2018, add_plug,15/04/2019, weekly_consumption,10,4,7,191,3,76,0,0,0,0,0,1,0,0,1,S
S2187,192,96,07/10/2018, add_plug,04/11/2018, weekly_consumption,10,11,2,29,8,238,0,0,0,0,0,1,1,1,1,S
S2188,2,2,07/10/2018, login,07/10/2018, registration,10,10,1,1,9,266,0,0,0,0,0,1,1,1,0,S
S2189,3,3,07/10/2018, olark_chat,07/10/2018, registration,10,10,1,1,9,266,0,0,0,0,0,1,0,1,0,S
S2190,1,1,07/10/2018, registration,07/10/2018, registration,10,10,1,1,9,266,0,0,0,0,0,1,1,1,0,S
S2191,162,32.4,07/10/2018, add_plug,11/02/2019, set_ssid,10,2,5,128,5,139,0,0,0,0,0,1,0,0,1,S
S2193,1,1,07/10/2018, registration,07/10/2018, registration,10,10,1,1,9,266,0,0,0,0,0,1,1,1,0,S
S2194,2,2,07/10/2018, logout,07/10/2018, registration,10,10,1,1,9,266,0,0,0,0,0,1,0,1,0,S
S2195,1,1,07/10/2018, registration,07/10/2018, registration,10,10,1,1,9,266,0,0,0,0,0,1,1,1,0,S
S2196,1,1,07/10/2018, registration,07/10/2018, registration,10,10,1,1,9,266,0,0,0,0,0,1,1,1,0,S
S2199,31,31,07/10/2018, add_plug,16/10/2018, set_ssid,10,10,1,10,9,257,0,0,0,0,0,1,0,1,1,S
S2200,2495,277.2222222,07/10/2018, add_plug,29/06/2019, weekly_consumption,10,6,9,266,1,1,9,1,1,1,0,0,0,0,1,S
S2201,32,3.555555556,07/10/2018, add_plug,11/06/2019, set_ssid,10,6,9,248,1,19,1,0,0,0,0,0,0,0,1,S
S2202,1,1,07/10/2018, registration,07/10/2018, registration,10,10,1,1,9,266,0,0,0,0,0,1,1,1,0,S
S2203,10,10,07/10/2018, login,07/10/2018, update_profile,10,10,1,1,9,266,0,0,0,0,0,1,0,1,0,S
S2204,1,1,07/10/2018, registration,07/10/2018, registration,10,10,1,1,9,266,0,0,0,0,0,1,0,1,0,S
S2205,2,2,07/10/2018, olark_chat,07/10/2018, registration,10,10,1,1,9,266,0,0,0,0,0,1,0,1,0,S
S2206,7,7,07/10/2018, add_plug,12/10/2018, set_ssid,10,10,1,6,9,261,0,0,0,0,0,1,0,0,1,S
S2212,7,7,08/10/2018, login,08/10/2018, update_profile,10,10,1,1,9,265,0,0,0,0,0,1,0,0,0,S
S2213,1,1,08/10/2018, registration,08/10/2018, registration,10,10,1,1,9,265,0,0,0,0,0,1,1,0,0,S
S2215,2,2,08/10/2018, olark_chat,08/10/2018, registration,10,10,1,1,9,265,0,0,0,0,0,1,0,0,0,S
S2217,1,1,09/10/2018, registration,09/10/2018, registration,10,10,1,1,9,264,0,0,0,0,0,1,1,0,0,S
S2218,71,10.14285714,09/10/2018, add_plug,02/04/2019, set_ssid,10,4,7,176,3,89,0,0,0,0,0,1,0,0,3,S
S2219,2,2,09/10/2018, login,09/10/2018, registration,10,10,1,1,9,264,0,0,0,0,0,1,0,0,0,S
S2220,420,52.5,09/10/2018, add_plug,15/05/2019, update_profile,10,5,8,219,2,46,0,0,0,0,0,1,1,0,1,S
S2221,2,2,09/10/2018, login,09/10/2018, registration,10,10,1,1,9,264,0,0,0,0,0,1,0,0,0,S
S2222,3,3,09/10/2018, add_plug,09/10/2018, set_ssid,10,10,1,1,9,264,0,0,0,0,0,1,0,0,1,S
S2224,34,5.666666667,10/10/2018, add_plug,07/03/2019, weekly_consumption,10,3,6,149,4,115,0,0,0,0,0,1,1,0,1,S
S2225,1,1,10/10/2018, registration,10/10/2018, registration,10,10,1,1,9,263,0,0,0,0,0,1,1,0,0,S
S2226,3,3,10/10/2018, login,13/10/2018, registration,10,10,1,4,9,260,0,0,0,0,0,1,1,0,0,S
S2228,157,26.16666667,10/10/2018, add_plug,13/03/2019, set_ssid,10,3,6,155,4,109,0,0,0,0,0,1,0,0,1,S
S2229,1,1,10/10/2018, registration,10/10/2018, registration,10,10,1,1,9,263,0,0,0,0,0,1,1,0,0,S
S2230,19,19,10/10/2018, add_plug,11/10/2018, set_ssid,10,10,1,2,9,262,0,0,0,0,0,1,0,0,1,S
S2231,25,25,10/10/2018, add_plug,18/10/2018, weekly_consumption,10,10,1,9,9,255,0,0,0,0,0,1,0,0,0,S
S2232,31,31,11/10/2018, add_plug,11/10/2018, set_ssid,10,10,1,1,9,262,0,0,0,0,0,1,1,0,1,S
S2233,2,2,11/10/2018, olark_chat,11/10/2018, registration,10,10,1,1,9,262,0,0,0,0,0,1,1,0,0,S
S2234,13,2.166666667,11/10/2018, login,23/03/2019, update_profile,10,3,6,164,4,99,0,0,0,0,0,1,0,0,0,S
S2235,4,4,11/10/2018, add_plug,11/10/2018, set_ssid,10,10,1,1,9,262,0,0,0,0,0,1,1,0,1,S
S2236,1,1,11/10/2018, registration,11/10/2018, registration,10,10,1,1,9,262,0,0,0,0,0,1,1,0,0,S
S2237,787,196.75,11/10/2018, add_plug,20/01/2019, yearly_consumption,10,1,4,102,6,161,0,0,0,0,0,1,0,0,1,S
S2239,10,10,11/10/2018, add_plug,12/10/2018, set_ssid,10,10,1,2,9,261,0,0,0,0,0,1,0,0,1,S
S2240,133,22.16666667,11/10/2018, add_plug,29/03/2019, set_ssid,10,3,6,170,4,93,0,0,0,0,0,1,0,0,1,S
S2241,3,3,11/10/2018, olark_chat,11/10/2018, registration,10,10,1,1,9,262,0,0,0,0,0,1,0,0,0,S
S2242,270,135,11/10/2018, add_plug,10/11/2018, set_ssid,10,11,2,31,8,232,0,0,0,0,0,1,0,0,1,S
S2243,54,18,11/10/2018, add_plug,13/12/2018, yearly_consumption,10,12,3,64,7,199,0,0,0,0,0,1,1,0,1,S
S2244,256,51.2,11/10/2018, add_plug,06/02/2019, set_ssid,10,2,5,119,5,144,0,0,0,0,0,1,0,0,1,S
S2245,3,3,11/10/2018, login,12/10/2018, registration,10,10,1,2,9,261,0,0,0,0,0,1,1,0,0,S
S2246,3,3,12/10/2018, olark_chat,19/10/2018, olark_chat,10,10,1,8,9,254,0,0,0,0,0,1,1,0,0,S
S2248,2,2,12/10/2018, login,12/10/2018, registration,10,10,1,1,9,261,0,0,0,0,0,1,1,0,0,S
S2249,354,39.33333333,12/10/2018, add_plug,26/06/2019, set_ssid,10,6,9,258,1,4,6,1,1,0,0,0,1,0,0,S
S2251,2,2,12/10/2018, olark_chat,12/10/2018, registration,10,10,1,1,9,261,0,0,0,0,0,1,0,0,0,S
S2252,63,63,12/10/2018, add_plug,17/10/2018, set_ssid,10,10,1,6,9,256,0,0,0,0,0,1,0,0,1,S
S2254,3,3,12/10/2018, logout,12/10/2018, registration,10,10,1,1,9,261,0,0,0,0,0,1,0,0,0,S
S2256,1,1,12/10/2018, registration,12/10/2018, registration,10,10,1,1,9,261,0,0,0,0,0,1,1,0,0,S
S2259,22,22,12/10/2018, add_plug,12/10/2018, set_ssid,10,10,1,1,9,261,0,0,0,0,0,1,0,0,1,S
S2260,148,29.6,12/10/2018, add_plug,08/02/2019, update_profile,10,2,5,120,5,142,0,0,0,0,0,1,0,0,1,S
S2261,1,1,12/10/2018, registration,12/10/2018, registration,10,10,1,1,9,261,0,0,0,0,0,1,0,0,0,S
S2262,156,156,13/10/2018, add_plug,14/10/2018, weekly_consumption,10,10,1,2,9,259,0,0,0,0,0,1,1,1,1,S
S2263,1,1,13/10/2018, registration,13/10/2018, registration,10,10,1,1,9,260,0,0,0,0,0,1,1,1,0,S
S2264,1,1,13/10/2018, registration,13/10/2018, registration,10,10,1,1,9,260,0,0,0,0,0,1,1,1,0,S
S2265,49,49,13/10/2018, add_plug,28/10/2018, set_ssid,10,10,1,16,9,245,0,0,0,0,0,1,1,1,1,S
S2266,1937,215.2222222,13/10/2018, add_plug,28/06/2019, weekly_consumption,10,6,9,259,1,2,9,1,1,1,0,0,0,0,3,S
S2267,119,14.875,13/10/2018, add_plug,27/05/2019, weekly_consumption,10,5,8,227,2,34,0,0,0,0,0,1,0,0,1,S
S2268,1,1,13/10/2018, registration,13/10/2018, registration,10,10,1,1,9,260,0,0,0,0,0,1,1,1,0,S
S2269,124,41.33333333,13/10/2018, add_plug,26/12/2018, set_ssid,10,12,3,75,7,186,0,0,0,0,0,1,0,0,1,S
S2270,93,46.5,13/10/2018, add_plug,10/11/2018, weekly_consumption,10,11,2,29,8,232,0,0,0,0,0,1,0,0,1,S
S2271,1,1,13/10/2018, registration,13/10/2018, registration,10,10,1,1,9,260,0,0,0,0,0,1,1,1,0,S
S2272,312,39,13/10/2018, add_plug,20/05/2019, weekly_consumption,10,5,8,220,2,41,0,0,0,0,0,1,0,0,1,S
S2273,1,1,13/10/2018, registration,13/10/2018, registration,10,10,1,1,9,260,0,0,0,0,0,1,1,1,0,S
S2274,130,32.5,13/10/2018, add_plug,22/01/2019, weekly_consumption,10,1,4,102,6,159,0,0,0,0,0,1,0,1,1,S
S2275,111,12.33333333,13/10/2018, add_plug,28/06/2019, update_profile,10,6,9,259,1,2,1,0,0,0,0,0,1,0,2,S
S2276,5,1,14/10/2018, login,24/02/2019, own_plug,10,2,5,134,5,126,0,0,0,0,0,1,0,1,0,S
S2277,1,1,14/10/2018, registration,14/10/2018, registration,10,10,1,1,9,259,0,0,0,0,0,1,1,1,0,S
S2280,6,6,14/10/2018, add_plug,14/10/2018, set_ssid,10,10,1,1,9,259,0,0,0,0,0,1,0,1,1,S
S2281,1,1,14/10/2018, registration,14/10/2018, registration,10,10,1,1,9,259,0,0,0,0,0,1,1,1,0,S
S2282,1,1,14/10/2018, registration,14/10/2018, registration,10,10,1,1,9,259,0,0,0,0,0,1,1,1,0,S
S2283,1,1,14/10/2018, registration,14/10/2018, registration,10,10,1,1,9,259,0,0,0,0,0,1,1,1,0,S
S2285,100,14.28571429,14/10/2018, add_plug,01/04/2019, weekly_consumption,10,4,7,170,3,90,0,0,0,0,0,1,0,0,1,S
S2286,41,5.125,14/10/2018, add_plug,26/05/2019, weekly_consumption,10,5,8,225,2,35,0,0,0,0,0,1,0,0,1,S
S2287,268,38.28571429,14/10/2018, add_plug,27/04/2019, weekly_consumption,10,4,7,196,3,64,0,0,0,0,0,1,0,0,1,S
S2288,5,5,14/10/2018, login,14/10/2018, registration,10,10,1,1,9,259,0,0,0,0,0,1,0,1,0,S
S2289,16,4,14/10/2018, add_plug,02/01/2019, set_ssid,10,1,4,81,6,179,0,0,0,0,0,1,0,1,1,S
S2290,1,1,14/10/2018, registration,14/10/2018, registration,10,10,1,1,9,259,0,0,0,0,0,1,1,1,0,S
S2291,1,1,14/10/2018, registration,14/10/2018, registration,10,10,1,1,9,259,0,0,0,0,0,1,1,1,0,S
S2294,8,8,14/10/2018, login,17/10/2018, registration,10,10,1,4,9,256,0,0,0,0,0,1,0,0,0,S
S2295,3,3,14/10/2018, login,14/10/2018, registration,10,10,1,1,9,259,0,0,0,0,0,1,0,1,0,S
S2296,1,1,14/10/2018, registration,14/10/2018, registration,10,10,1,1,9,259,0,0,0,0,0,1,1,1,0,S
S2297,4,4,14/10/2018, add_plug,14/10/2018, set_ssid,10,10,1,1,9,259,0,0,0,0,0,1,0,1,1,S
S2298,2,2,14/10/2018, olark_chat,14/10/2018, registration,10,10,1,1,9,259,0,0,0,0,0,1,0,1,0,S
S2299,3,3,14/10/2018, login,14/10/2018, registration,10,10,1,1,9,259,0,0,0,0,0,1,0,1,0,S
S2300,3,3,14/10/2018, login,14/10/2018, registration,10,10,1,1,9,259,0,0,0,0,0,1,0,1,0,S
S2303,13,4.333333333,14/10/2018, login,16/12/2018, update_profile,10,12,3,64,7,196,0,0,0,0,0,1,0,1,0,S
S2304,2,2,14/10/2018, logout,14/10/2018, registration,10,10,1,1,9,259,0,0,0,0,0,1,0,1,0,S
S2305,2,2,14/10/2018, login,14/10/2018, registration,10,10,1,1,9,259,0,0,0,0,0,1,0,1,0,S
S2306,537,59.66666667,14/10/2018, add_plug,28/06/2019, weekly_consumption,10,6,9,258,1,2,9,1,1,1,0,0,0,0,1,S
S2307,24,3.428571429,14/10/2018, add_plug,18/04/2019, set_ssid,10,4,7,187,3,73,0,0,0,0,0,1,0,1,1,S
S2308,3,3,14/10/2018, login,15/10/2018, registration,10,10,1,2,9,258,0,0,0,0,0,1,0,1,0,S
S2310,350,175,15/10/2018, add_plug,15/11/2018, yearly_consumption,10,11,2,32,8,227,0,0,0,0,0,1,0,0,1,S
S2312,2,2,16/10/2018, logout,16/10/2018, olark_chat,10,10,1,1,9,257,0,0,0,0,0,1,1,0,0,S
S2313,69,8.625,15/10/2018, add_plug,01/05/2019, update_profile,10,5,8,199,2,60,0,0,0,0,0,1,0,0,1,S
S2315,10,3.333333333,15/10/2018, add_plug,23/12/2018, set_ssid,10,12,3,70,7,189,0,0,0,0,0,1,1,0,1,S
S2316,1,1,15/10/2018, registration,15/10/2018, registration,10,10,1,1,9,258,0,0,0,0,0,1,1,0,0,S
S2317,42,10.5,15/10/2018, add_plug,22/01/2019, set_ssid,10,1,4,100,6,159,0,0,0,0,0,1,0,0,1,S
S2318,21,21,15/10/2018, add_plug,27/10/2018, set_ssid,10,10,1,13,9,246,0,0,0,0,0,1,0,0,1,S
S2319,18,18,15/10/2018, add_plug,16/10/2018, set_ssid,10,10,1,2,9,257,0,0,0,0,0,1,0,0,1,S
S2321,94,31.33333333,16/10/2018, add_plug,04/12/2018, set_ssid,10,12,3,50,7,208,0,0,0,0,0,1,0,0,1,S
S2322,1,1,16/10/2018, registration,16/10/2018, registration,10,10,1,1,9,257,0,0,0,0,0,1,1,0,0,S
S2323,1,1,16/10/2018, registration,16/10/2018, registration,10,10,1,1,9,257,0,0,0,0,0,1,1,0,0,S
S2324,1,1,16/10/2018, registration,16/10/2018, registration,10,10,1,1,9,257,0,0,0,0,0,1,1,0,0,S
S2325,1,1,16/10/2018, registration,16/10/2018, registration,10,10,1,1,9,257,0,0,0,0,0,1,1,0,0,S
S2328,1,1,16/10/2018, registration,16/10/2018, registration,10,10,1,1,9,257,0,0,0,0,0,1,1,0,0,S
S2329,1,1,16/10/2018, registration,16/10/2018, registration,10,10,1,1,9,257,0,0,0,0,0,1,1,0,0,S
S2330,8,8,16/10/2018, add_plug,16/10/2018, update_profile,10,10,1,1,9,257,0,0,0,0,0,1,0,0,1,S
S2331,1,1,16/10/2018, registration,16/10/2018, registration,10,10,1,1,9,257,0,0,0,0,0,1,0,0,0,S
S2334,1,1,16/10/2018, registration,16/10/2018, registration,10,10,1,1,9,257,0,0,0,0,0,1,0,0,0,S
S2335,3,3,16/10/2018, login,17/10/2018, registration,10,10,1,2,9,256,0,0,0,0,0,1,1,0,0,S
S2336,9,2.25,17/10/2018, login,13/01/2019, registration,10,1,4,89,6,168,0,0,0,0,0,1,1,0,0,S
S2337,1,1,17/10/2018, registration,17/10/2018, registration,10,10,1,1,9,256,0,0,0,0,0,1,1,0,0,S
S2342,2,2,17/10/2018, login,17/10/2018, registration,10,10,1,1,9,256,0,0,0,0,0,1,0,0,0,S
S2343,45,22.5,17/10/2018, add_plug,12/11/2018, set_ssid,10,11,2,27,8,230,0,0,0,0,0,1,0,0,0,S
S2344,1,1,17/10/2018, registration,17/10/2018, registration,10,10,1,1,9,256,0,0,0,0,0,1,1,0,0,S
S2345,1,1,17/10/2018, registration,17/10/2018, registration,10,10,1,1,9,256,0,0,0,0,0,1,1,0,1,S
S2346,85,17,17/10/2018, add_plug,11/02/2019, set_ssid,10,2,5,118,5,139,0,0,0,0,0,1,0,0,1,S
S2347,1,1,17/10/2018, registration,17/10/2018, registration,10,10,1,1,9,256,0,0,0,0,0,1,1,0,0,S
S2348,4,4,17/10/2018, login,19/10/2018, registration,10,10,1,3,9,254,0,0,0,0,0,1,1,0,0,S
S2349,497,55.22222222,17/10/2018, add_plug,29/06/2019, weekly_consumption,10,6,9,256,1,1,9,1,1,1,0,0,0,0,1,S
S2350,1,1,17/10/2018, registration,17/10/2018, registration,10,10,1,1,9,256,0,0,0,0,0,1,1,0,0,S
S2351,8,8,17/10/2018, add_plug,17/10/2018, set_ssid,10,10,1,1,9,256,0,0,0,0,0,1,0,0,1,S
S2352,8,8,17/10/2018, login,17/10/2018, registration,10,10,1,1,9,256,0,0,0,0,0,1,0,0,0,S
S2353,1,1,17/10/2018, registration,17/10/2018, registration,10,10,1,1,9,256,0,0,0,0,0,1,0,0,0,S
S2354,1,1,17/10/2018, registration,17/10/2018, registration,10,10,1,1,9,256,0,0,0,0,0,1,0,0,0,S
S2355,9,4.5,17/10/2018, login,27/11/2018, update_profile,10,11,2,42,8,215,0,0,0,0,0,1,0,0,0,S
S2358,1,1,18/10/2018, registration,18/10/2018, registration,10,10,1,1,9,255,0,0,0,0,0,1,1,0,0,S
S2359,45,22.5,18/10/2018, add_plug,06/11/2018, yearly_consumption,10,11,2,20,8,236,0,0,0,0,0,1,1,0,0,S
S236,2,0.4,13/09/2018, logout,21/01/2019, own_plug,9,1,5,131,6,160,0,0,0,0,0,1,0,0,0,S
S2360,91,91,18/10/2018, add_plug,27/10/2018, set_ssid,10,10,1,10,9,246,0,0,0,0,0,1,0,0,1,S
S2363,85,9.444444444,18/10/2018, add_plug,27/06/2019, weekly_consumption,10,6,9,253,1,3,4,1,0,0,0,0,0,0,1,S
S2365,2,2,18/10/2018, login,18/10/2018, registration,10,10,1,1,9,255,0,0,0,0,0,1,0,0,0,S
S2366,2,2,18/10/2018, login,18/10/2018, registration,10,10,1,1,9,255,0,0,0,0,0,1,0,0,0,S
S2367,41,41,18/10/2018, add_plug,19/10/2018, set_ssid,10,10,1,2,9,254,0,0,0,0,0,1,0,0,1,S
S2368,13,13,18/10/2018, add_plug,18/10/2018, set_ssid,10,10,1,1,9,255,0,0,0,0,0,1,0,0,1,S
S2369,1,1,18/10/2018, registration,18/10/2018, registration,10,10,1,1,9,255,0,0,0,0,0,1,0,0,0,S
S2372,8,8,18/10/2018, login,19/10/2018, update_profile,10,10,1,2,9,254,0,0,0,0,0,1,1,0,0,S
S2376,1,1,19/10/2018, registration,19/10/2018, registration,10,10,1,1,9,254,0,0,0,0,0,1,1,0,0,S
S2377,58,9.666666667,19/10/2018, add_plug,26/03/2019, set_ssid,10,3,6,159,4,96,0,0,0,0,0,1,0,0,2,S
S2378,17,17,19/10/2018, login,20/10/2018, update_profile,10,10,1,2,9,253,0,0,0,0,0,1,0,1,0,S
S2380,1,1,19/10/2018, registration,19/10/2018, registration,10,10,1,1,9,254,0,0,0,0,0,1,0,0,0,S
S2381,3,3,19/10/2018, login,19/10/2018, registration,10,10,1,1,9,254,0,0,0,0,0,1,0,0,0,S
S2382,665,110.8333333,19/10/2018, add_plug,29/03/2019, yearly_consumption,10,3,6,162,4,93,0,0,0,0,0,1,0,0,0,S
S2383,8,8,19/10/2018, add_plug,20/10/2018, set_ssid,10,10,1,2,9,253,0,0,0,0,0,1,1,1,1,S
S2384,41,20.5,20/10/2018, add_plug,20/11/2018, set_ssid,10,11,2,32,8,222,0,0,0,0,0,1,1,0,1,S
S2385,277,39.57142857,20/10/2018, add_plug,24/04/2019, weekly_consumption,10,4,7,187,3,67,0,0,0,0,0,1,0,0,2,S
